heat_con,layout,location,neighborhood,type_layout,area,building,decoration,direction,heat,name,price,subway,url,visiting,zone,zoneinfo
暂无数据,合租,海淀北部新区,海淀,房屋户型：3室1厅1卫  合租,9平米  ,友谊嘉园三期  ,,南,,友谊嘉园三期3居室 02卧,2060,,https://bj.lianjia.com/zufang/BJ0004809379.html,,海淀北部新区租房/中楼层(共15层)/暂无数据,3室1厅  
集中供暖,合租,三元桥,朝阳,房屋户型：3室1厅1卫  合租,18平米  ,曙光里  ,自如友家4.0拿铁,南,集中供暖,曙光里3居室 01卧,4390,近地铁,https://bj.lianjia.com/zufang/BJ0004814554.html,随时看房,三元桥租房/高楼层(共12层)/1991年建板塔结合,3室1厅  
集中供暖,暂无数据,金融街,西城,房屋户型：3室2厅2卫  ,205平米  ,金宸国际公寓  ,,南 北,,金宸国际公寓 3室2厅 40000元,40000,,https://bj.lianjia.com/zufang/101103131743.html,,金融街租房/低楼层(共13层)/2002年建板楼,3室2厅  
集中供暖,整租,临河里,通州,房屋户型：3室1厅1卫  整租,93平米  ,金隅花石匠  ,,南 北,,空房  小三居 带车位 空房 简单装修,5500,,https://bj.lianjia.com/zufang/101103131747.html,,临河里租房/中楼层(共15层)/2012年建板楼,3室1厅  
集中供暖,整租,金融街,西城,房屋户型：2室1厅1卫  整租,62平米  ,新文化街  ,,西南,,新文化街 2室1厅 10500元,10500,,https://bj.lianjia.com/zufang/101103132568.html,,金融街租房/低楼层(共16层)/1989年建塔楼,2室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：2室1厅1卫  ,86平米  ,福城上上城五期  ,,南,,福城上上城五期 2室1厅 1550元,1550,,https://lf.lianjia.com/zufang/101103132588.html,,福成五期公交总站租房/中楼层(共18层)/2009年建板楼,2室1厅  
集中供暖,整租,广安门,西城,房屋户型：1室1厅1卫  整租,27平米  ,荣丰2008  ,,北,,广安门 达官营 荣丰2008 精装复式,5200,,https://bj.lianjia.com/zufang/101103132643.html,,广安门租房/高楼层(共20层)/2004年建塔楼,1室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：1室1厅1卫  ,50平米  ,福城上上城五期  ,,南,,福城上上城五期 1室1厅 1300元,1300,,https://lf.lianjia.com/zufang/101103132467.html,,福成五期公交总站租房/高楼层(共18层)/2009年建板楼,1室1厅  
集中供暖,整租,角门,丰台,房屋户型：2室1厅1卫  整租,56平米  ,大红门35号院  ,,南 北,,大红门35号院 2室1厅 4300元,4300,,https://bj.lianjia.com/zufang/101103132469.html,,角门租房/地下室(共6层)/1996年建板楼,2室1厅  
集中供暖,暂无数据,燕京航城,燕郊,房屋户型：3室1厅1卫  ,97平米  ,燕京航城  ,,东南,,燕京航城 3室1厅 1700元,1700,,https://lf.lianjia.com/zufang/101103132482.html,,燕京航城租房/低楼层(共27层)/2014年建板楼,3室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：3室1厅2卫  ,132平米  ,港中旅·海泉湾  ,,南 北,,港中旅·海泉湾 3室1厅 2800元,2800,,https://lf.lianjia.com/zufang/101103132541.html,,燕顺路国道租房/中楼层(共34层)/2016年建塔楼,3室1厅  
集中供暖,整租,北工大,朝阳,房屋户型：3室2厅2卫  整租,140平米  ,禧福汇  ,,南 北,,禧福汇 南北通透 欧式装修三居 拎包入住,16000,,https://bj.lianjia.com/zufang/101103132554.html,,北工大租房/中楼层(共20层)/2008年建板塔结合,3室2厅  
自供暖,整租,常营,朝阳,房屋户型：2室2厅1卫  整租,82平米  ,北辰福第一号院  ,,南,,精装全齐两居室 全南向 8月15以后可以入住,6700,,https://bj.lianjia.com/zufang/101103139762.html,,常营租房/中楼层(共27层)/2008年建板塔结合,2室2厅  
集中供暖,暂无数据,燕京航城,燕郊,房屋户型：2室2厅1卫  ,94平米  ,燕京航城  ,,南,,燕京航城 2室2厅 2700元,2700,,https://lf.lianjia.com/zufang/101103139795.html,,燕京航城租房/低楼层(共27层)/2013年建板塔结合,2室2厅  
集中供暖,整租,金宝街,东城,房屋户型：1室1厅1卫  整租,32平米  ,演乐胡同  ,,南,,演乐胡同 1室1厅 6500元,6500,,https://bj.lianjia.com/zufang/101103139800.html,,金宝街租房/低楼层(共6层)/1980年建塔楼,1室1厅  
集中供暖,整租,武夷花园,通州,房屋户型：2室1厅1卫  整租,93平米  ,京贸国际城西区  ,,西,,京贸国际城正规南向空房两居室，看房提前约,5300,,https://bj.lianjia.com/zufang/101103139841.html,,武夷花园租房/中楼层(共35层)/2011年建塔楼,2室1厅  
集中供暖,整租,临河里,通州,房屋户型：2室1厅1卫  整租,90平米  ,金隅花石匠  ,,南 北,,金隅花石匠经典2+1居室 看房随时 业主自住的房子,4800,,https://bj.lianjia.com/zufang/101103139896.html,,临河里租房/低楼层(共12层)/2011年建板楼,2室1厅  
集中供暖,暂无数据,金融街,西城,房屋户型：1室1厅1卫  ,64平米  ,丰侨公寓  ,,北,,丰侨公寓 1室1厅 14000元,14000,,https://bj.lianjia.com/zufang/101103139926.html,,金融街租房/中楼层(共22层)/2006年建板塔结合,1室1厅  
集中供暖,暂无数据,福成五期公交总站,燕郊,房屋户型：2室1厅1卫  ,82平米  ,天子庄园四期  ,,南,,天子庄园四期 2室1厅 1300元,1300,,https://lf.lianjia.com/zufang/101103139989.html,,福成五期公交总站租房/低楼层(共11层)/2012年建板塔结合,2室1厅  
集中供暖,整租,鼓楼大街,昌平,房屋户型：3室1厅1卫  整租,70平米  ,北环里小区  ,,南 北,,北环里小区 3室1厅 4200元,4200,,https://bj.lianjia.com/zufang/101103139997.html,,鼓楼大街租房/中楼层(共6层)/1987年建板楼,3室1厅  
自供暖,整租,玉泉营,丰台,房屋户型：1室1厅1卫  整租,68平米  ,万年花城回迁  ,,东,,万年花城正规一居室 精装修 看房方便随时入住,5200,,https://bj.lianjia.com/zufang/101103140638.html,,玉泉营租房/高楼层(共21层)/2003年建塔楼,1室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：3室1厅2卫  ,125平米  ,首尔甜城一期  ,,南 北,,首尔甜城一期 3室1厅 2500元,2500,,https://lf.lianjia.com/zufang/101103140639.html,,首尔甜城租房/高楼层(共33层)/2014年建塔楼,3室1厅  
集中供暖,整租,旧宫,大兴,房屋户型：3室2厅2卫  整租,131平米  ,美然绿色家园  ,,西北,,美然绿色家园 3室2厅 7200元,7200,,https://bj.lianjia.com/zufang/101103140652.html,,旧宫租房/高楼层(共9层)/2005年建板塔结合,3室2厅  
集中供暖,暂无数据,良乡,房山,房屋户型：1房间1卫  ,51平米  ,首开熙悦睿府书香  ,,东,,首开熙悦睿府书香 1房间1卫 2500元,2500,,https://bj.lianjia.com/zufang/101103140673.html,,良乡租房/高楼层(共18层)/2015年建板楼,1房间1卫  
集中供暖,整租,科技园区,大兴,房屋户型：2室1厅1卫  整租,76平米  ,长丰园二区  ,,南 北,,南北通透 两居室 家具家电全齐 随时入住,3800,,https://bj.lianjia.com/zufang/101103139552.html,,科技园区租房/高楼层(共7层)/2002年建板楼,2室1厅  
暂无数据,暂无数据,天洋城,燕郊,房屋户型：3室1厅2卫  ,99平米  ,中骏四季花都  ,,南,,中骏四季花都 3室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101103139569.html,,天洋城租房/高楼层(共33层)/暂无数据,3室1厅  
集中供暖,整租,临河里,通州,房屋户型：2室1厅1卫  整租,70平米  ,金隅花石匠  ,,南 北,,一梯2户的花园洋房 家具家电齐全 有钥匙随时可看,5200,,https://bj.lianjia.com/zufang/101103139594.html,,临河里租房/高楼层(共12层)/2011年建板楼,2室1厅  
集中供暖,暂无数据,田村,海淀,房屋户型：1室1厅1卫  ,47平米  ,永达逸家  ,,东,,永达逸家 东向开间 朝小区里 精装全齐,4900,,https://bj.lianjia.com/zufang/101103139626.html,,田村租房/中楼层(共15层)/2004年建板塔结合,1室1厅  
集中供暖,整租,方庄,丰台,房屋户型：2室1厅1卫  整租,66平米  ,芳群园三区  ,,东,,方庄刘家窑/蒲黄榆地铁站交通便利精装修整洁正规居室,6000,,https://bj.lianjia.com/zufang/101103139649.html,,方庄租房/低楼层(共18层)/2000年建塔楼,2室1厅  
集中供暖,暂无数据,天洋城,燕郊,房屋户型：2室1厅1卫  ,87平米  ,天洋城  ,,南,,天洋城 2室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101103139667.html,,天洋城租房/高楼层(共33层)/2009年建板塔结合,2室1厅  
集中供暖,暂无数据,滨河西区,门头沟,房屋户型：3房间2卫  ,42平米  ,西长安壹号  ,,东,,西长安壹号 3房间2卫 3000元,3000,,https://bj.lianjia.com/zufang/101103139651.html,,滨河西区租房/中楼层(共17层)/2017年建塔楼,3房间2卫  
自供暖,暂无数据,高米店南,大兴,房屋户型：4室2厅3卫  ,231平米  ,华润公元九里  ,,南 北,,华润公元九里 4室2厅 18000元,18000,,https://bj.lianjia.com/zufang/101103139669.html,,高米店南租房/中楼层(共6层)/板楼,4室2厅  
集中供暖,整租,亚运村小营,朝阳,房屋户型：1室0厅1卫  整租,52平米  ,育慧里一区  ,,西,,育慧里一区 1室0厅 6700元,6700,,https://bj.lianjia.com/zufang/101103174927.html,,亚运村小营租房/中楼层(共7层)/2001年建板楼,1室0厅  
集中供暖,整租,首都机场,朝阳,房屋户型：3室1厅1卫  整租,57平米  ,首都机场南路西里  ,,东 东南 南,,机场生活区小三居中间楼层，家具家电齐全,3900,,https://bj.lianjia.com/zufang/101103174941.html,,首都机场租房/中楼层(共5层)/1985年建板楼,3室1厅  
集中供暖,暂无数据,小西天,海淀,房屋户型：1室1厅1卫  ,42平米  ,学院南路32号院  ,,东,,学院南路32号院 1室1厅 6500元,6500,,https://bj.lianjia.com/zufang/101103174949.html,,小西天租房/中楼层(共16层)/1990年建塔楼,1室1厅  
集中供暖,整租,草桥,丰台,房屋户型：1室0厅1卫  整租,28平米  ,玺萌丽苑  ,,北,,草桥 精装一居室 业主自住 家具家电都有 随时拎包住,4800,,https://bj.lianjia.com/zufang/101103174961.html,,草桥租房/中楼层(共23层)/2001年建塔楼,1室0厅  
集中供暖,暂无数据,梨园,通州,房屋户型：1室1厅1卫  ,66平米  ,站前巴黎  ,,南,,站前巴黎 1室1厅 3500元,3500,,https://bj.lianjia.com/zufang/101103175151.html,,梨园租房/低楼层(共11层)/2006年建板塔结合,1室1厅  
集中供暖,整租,马家堡,丰台,房屋户型：1室1厅1卫  整租,34平米  ,富卓苑  ,,北,,富卓苑 1室1厅 4200元,4200,,https://bj.lianjia.com/zufang/101103175172.html,,马家堡租房/中楼层(共20层)/2002年建塔楼,1室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：2室1厅1卫  ,87平米  ,金桥嘉苑  ,,南 北,,金桥嘉苑 2室1厅 1600元,1600,,https://lf.lianjia.com/zufang/101103175191.html,,首尔甜城租房/高楼层(共18层)/2012年建板楼,2室1厅  
集中供暖,整租,科技园区,丰台,房屋户型：3室1厅1卫  整租,101平米  ,万科蓝蓝沁家园  ,,南 北,,万科蓝精装修三居室  家具家电齐全  直接拎包入住,9700,,https://bj.lianjia.com/zufang/101103175438.html,,科技园区租房/中楼层(共18层)/板楼,3室1厅  
集中供暖,暂无数据,北关,通州,房屋户型：3室1厅1卫  ,89平米  ,金地格林格林  ,,南 北,,金地格林格林 3室1厅 4600元,4600,,https://bj.lianjia.com/zufang/101103175559.html,,北关租房/中楼层(共18层)/2013年建板楼,3室1厅  
集中供暖,暂无数据,百子湾,朝阳,房屋户型：1室1厅1卫  ,59平米  ,沿海赛洛城  ,,东,,沿海赛洛城 1室1厅 6000元,6000,,https://bj.lianjia.com/zufang/101103175562.html,,百子湾租房/中楼层(共25层)/2008年建板塔结合,1室1厅  
暂无数据,整租,亦庄,亦庄开发区,房屋户型：3室2厅2卫  整租,120平米  ,观海苑  ,,南 北,,观海苑精装修的三居室，业主诚心出租,6500,,https://bj.lianjia.com/zufang/101103185951.html,,亦庄租房/中楼层(共27层)/塔楼,3室2厅  
集中供暖,整租,双井,朝阳,房屋户型：1室1厅1卫  整租,65平米  ,富力城A区  ,,西北,,国贸 双井 富力城A区 明厨明卫一居 拎包入住,10500,,https://bj.lianjia.com/zufang/101103185967.html,,双井租房/低楼层(共28层)/2004年建板塔结合,1室1厅  
集中供暖,暂无数据,燕顺路国道,燕郊,房屋户型：3室2厅2卫  ,138平米  ,潮白星光公馆  ,,南 北,,潮白星光公馆 3室2厅 3500元,3500,,https://lf.lianjia.com/zufang/101103185974.html,,燕顺路国道租房/中楼层(共17层)/2012年建板楼,3室2厅  
集中供暖,暂无数据,福成四期,燕郊,房屋户型：3室1厅1卫  ,135平米  ,福泽御园  ,,南 北,,福泽御园南北通透三居室 家具家电齐全,2000,,https://lf.lianjia.com/zufang/101103186057.html,,福成四期租房/高楼层(共24层)/2007年建板塔结合,3室1厅  
自供暖,暂无数据,顺义城,顺义,房屋户型：3室1厅2卫  ,125平米  ,裕龙六区  ,,南 北,,裕龙六区 3室1厅 5000元,5000,,https://bj.lianjia.com/zufang/101103186049.html,,顺义城租房/高楼层(共6层)/2000年建板楼,3室1厅  
暂无数据,整租,卢沟桥,丰台,房屋户型：2室1厅1卫  整租,65平米  ,晓月家园  ,,南 西,,晓月家园 2室1厅 4200元,4200,,https://bj.lianjia.com/zufang/101103186065.html,,卢沟桥租房/中楼层(共21层)/暂无数据,2室1厅  
集中供暖,暂无数据,燕顺路西,燕郊,房屋户型：3室1厅2卫  ,125平米  ,星河皓月  ,,南 北,,星河皓月 3室1厅 2100元,2100,,https://lf.lianjia.com/zufang/101103186092.html,,燕顺路西租房/低楼层(共28层)/2010年建塔楼,3室1厅  
集中供暖,整租,广安门,西城,房屋户型：1室1厅1卫  整租,34平米  ,荣丰2008  ,,东南 南,,荣丰2008 1室1厅 6000元,6000,,https://bj.lianjia.com/zufang/101103185604.html,,广安门租房/中楼层(共20层)/2004年建塔楼,1室1厅  
集中供暖,暂无数据,天洋城,燕郊,房屋户型：1室1厅1卫  ,60平米  ,天洋城  ,,西 北,,天洋城 1室1厅 1500元,1500,,https://lf.lianjia.com/zufang/101103185620.html,,天洋城租房/高楼层(共30层)/2009年建板塔结合,1室1厅  
集中供暖,暂无数据,首尔甜城,燕郊,房屋户型：1室1厅1卫  ,52平米  ,首尔甜城MOBO公寓  ,,西,,首尔甜城MOBO公寓 1室1厅 1300元,1300,,https://lf.lianjia.com/zufang/101103185646.html,,首尔甜城租房/低楼层(共33层)/2013年建塔楼,1室1厅  
集中供暖,暂无数据,门头沟其它,门头沟,房屋户型：3室1厅1卫  ,80平米  ,石泉砖厂B3区  ,,南 北,,石泉砖厂B3区 3室1厅 3300元,3300,,https://bj.lianjia.com/zufang/101103185664.html,,门头沟其它租房/中楼层(共5层)/2013年建板楼,3室1厅  
集中供暖,暂无数据,天洋城4代,燕郊,房屋户型：2室1厅1卫  ,87平米  ,天洋城4代北区  ,,南,,天洋城4代北区 2室1厅 1700元,1700,,https://lf.lianjia.com/zufang/101103185670.html,,天洋城4代租房/高楼层(共33层)/2016年建板塔结合,2室1厅  
集中供暖,整租,西三旗,海淀,房屋户型：2室1厅1卫  整租,86平米  ,富力桃园C区  ,,南 北,,人车分流环境舒适的高端小区-富力桃园,6500,,https://bj.lianjia.com/zufang/101103185701.html,,西三旗租房/低楼层(共18层)/2009年建板塔结合,2室1厅  
集中供暖,整租,北苑,朝阳,房屋户型：2室1厅1卫  整租,87平米  ,世华泊郡  ,,南 北,,世华泊郡 精装两居室 可空房出租 南北通透,8800,,https://bj.lianjia.com/zufang/101103185713.html,,北苑租房/高楼层(共7层)/2012年建板楼,2室1厅  
集中供暖,暂无数据,鲁谷,石景山,房屋户型：2室1厅1卫  ,62平米  ,北重西厂  ,,南 北,,北重西厂 2室1厅 4600元,4600,,https://bj.lianjia.com/zufang/101103185716.html,,鲁谷租房/高楼层(共6层)/1992年建板楼,2室1厅  
集中供暖,整租,梨园,通州,房屋户型：2室1厅1卫  整租,94平米  ,新城阳光  ,,南 北,,新城阳光 2室1厅 5200元,5200,,https://bj.lianjia.com/zufang/101103185721.html,,梨园租房/高楼层(共15层)/2007年建板楼,2室1厅  
集中供暖,暂无数据,马坡,顺义,房屋户型：2室2厅1卫  ,84平米  ,马坡花园二区  ,,南 北,,马坡花园二区 2室2厅 2700元,2700,,https://bj.lianjia.com/zufang/101103186393.html,,马坡租房/中楼层(共5层)/2002年建板楼,2室2厅  
暂无数据,暂无数据,燕顺路国道,燕郊,房屋户型：2室1厅1卫  ,64平米  ,汇福悦榕湾  ,,东北,,汇福悦榕湾 2室1厅 1800元,1800,,https://lf.lianjia.com/zufang/101103186422.html,,燕顺路国道租房/低楼层(共27层)/2015年建暂无数据,2室1厅  
集中供暖,整租,顺义城,顺义,房屋户型：1室0厅1卫  整租,42平米  ,幸福东区  ,,南 北,,幸福东区 1室0厅 2800元,2800,,https://bj.lianjia.com/zufang/101103186431.html,,顺义城租房/低楼层(共6层)/1992年建板楼,1室0厅  
